Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,5.1025,5.1025,4.975,5.0725,5.0725,1576000
2006-01-04,5.0725,5.1525,5.035,5.105,5.105,2853200
2006-01-05,5.12,5.145,5.02,5.0625,5.0625,2049600
2006-01-06,5.12,5.1225,5.045,5.1075,5.1075,2402000
2006-01-09,5.125,5.1825,5.05,5.18,5.18,1698800
2006-01-10,5.1425,5.2,5.0925,5.1625,5.1625,2105600
2006-01-11,5.18,5.18,5.0575,5.0875,5.0875,2732000
2006-01-12,5.0575,5.12,4.99,5.015,5.015,2258400
2006-01-13,5.0025,5.2725,5.0025,5.2375,5.2375,2873200
2006-01-17,5.2425,5.3575,5.1925,5.33,5.33,2215200
2006-01-18,5.3375,5.53,5.315,5.49,5.49,4665200
2006-01-19,5.51,5.5125,5.3525,5.4725,5.4725,3340000
2006-01-20,5.4875,5.5025,5.255,5.3325,5.3325,3148000
2006-01-23,5.375,5.5225,5.35,5.495,5.495,3677600
2006-01-24,5.525,5.62,5.4225,5.5025,5.5025,3931600
2006-01-25,5.54,5.54,5.3975,5.4875,5.4875,2584400
2006-01-26,7.05,7.0625,6.5325,6.6,6.6,33716400
2006-01-27,6.6025,7.115,6.5025,7.0025,7.0025,7279200
2006-01-30,6.9825,7.4875,6.85,7.3,7.3,6719600
2006-01-31,7.3,7.385,7.125,7.205,7.205,5591200
2006-02-01,7.245,7.6275,7.16,7.6275,7.6275,5795600
2006-02-02,7.6275,7.7425,7.43,7.6475,7.6475,6844400
2006-02-03,7.6475,7.73,7.55,7.66,7.66,3214000
2006-02-06,7.67,7.735,7.4625,7.525,7.525,2941600
2006-02-07,7.525,7.93,7.51,7.825,7.825,4422000
2006-02-08,7.875,8.61,7.8375,8.45,8.45,10318800
2006-02-09,8.54,8.59,8.275,8.5025,8.5025,3311600
2006-02-10,8.5125,8.6,8.2025,8.5475,8.5475,2713200
2006-02-13,8.53,8.5825,8.365,8.425,8.425,3340400
2006-02-14,8.425,8.685,8.28,8.5275,8.5275,2910000
2006-02-15,8.5575,8.79,8.4425,8.76,8.76,2886000
2006-02-16,8.8,8.905,8.79,8.865,8.865,3126800
2006-02-17,8.865,9.035,8.815,8.9825,8.9825,2310800
2006-02-21,8.915,9.1625,8.91,9.1075,9.1075,2363600
2006-02-22,9.1,9.23,9.035,9.23,9.23,1943600
2006-02-23,9.225,9.3025,9.155,9.2875,9.2875,2167200
2006-02-24,9.265,9.565,9.2525,9.555,9.555,2600400
2006-02-27,9.5775,9.6575,9.4,9.59,9.59,3553200
2006-02-28,9.57,9.63,9.15,9.395,9.395,3344800
2006-03-01,9.39,9.435,9.1825,9.3875,9.3875,2240400
2006-03-02,9.335,9.335,9.03,9.1475,9.1475,2244800
2006-03-03,9.125,9.135,9.005,9.06,9.06,1702800
2006-03-06,9.03,9.25,8.8125,9.0,9.0,1618000
2006-03-07,9.1,9.2475,9.0375,9.1525,9.1525,1587200
