Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,54.94911999999999,55.254394999999995,54.40333199999999,55.143387,41.436764000000004,1222700
2006-01-04,55.013878000000005,55.013878000000005,54.39408100000001,54.514339,40.964077,1531900
2006-01-05,54.579094,54.782607999999996,53.950047,54.042553000000005,40.609539,1284800
2006-01-06,54.273818999999996,55.33765,54.273818999999996,55.300647999999995,41.554932,816000
2006-01-09,55.134136,55.189640000000004,54.38483000000001,54.597595,41.026634,654400
2006-01-10,54.505089,54.514339,53.663273,53.968548,40.553944,769000
2006-01-11,53.968548,55.023129000000004,53.746531999999995,55.023129000000004,41.34639,1591700
2006-01-12,54.930618,55.57816700000001,54.588345,54.597595,41.026634,1554000
2006-01-13,54.745605000000005,54.902866,54.153560999999996,54.37558000000001,40.859798,636800
2006-01-17,54.37558000000001,55.430156999999994,54.162811,55.282146,41.541012,1688700
2006-01-18,55.189640000000004,55.189640000000004,54.708603000000004,54.902866,41.25602,1206600
2006-01-19,55.272895999999996,56.438483999999995,55.060131000000005,56.14246,42.187492,1213900
2006-01-20,56.197964,56.197964,55.069382,55.087883,41.395046,1232100
2006-01-23,55.023129000000004,55.809437,55.023129000000004,55.291396999999996,41.547977,878600
2006-01-24,55.504162,56.706753000000006,55.430156999999994,56.484737,42.444695,1789300
2006-01-25,57.400555000000004,57.816837,56.891766000000004,56.891766000000004,42.750557,2402000
2006-01-26,57.030529,57.160038,56.410731999999996,56.410731999999996,42.38908,1762500
2006-01-27,56.6605,57.530064,56.419982999999995,57.465309,43.181545,1188300
2006-01-30,57.446808,57.770584,57.04903,57.391304000000005,43.125927000000004,924400
2006-01-31,57.354301,57.409805000000006,56.984272,57.06753199999999,42.882633,981200
2006-02-01,57.076781999999994,57.419056000000005,56.790009,57.169289,42.959099,1312800
2006-02-02,57.224792,57.224792,55.966698,56.327473,42.326527,1381400
2006-02-03,56.327473,56.762257,56.06845500000001,56.26271800000001,42.277863,1205900
