Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,36.099998,37.279999,35.98,36.959998999999996,36.625477000000004,1115200
2006-01-04,36.970001,38.0,36.970001,37.849998,37.507416,971800
2006-01-05,38.0,38.389998999999996,37.779999,37.91,37.566872,1074700
2006-01-06,38.099998,38.900002,38.099998,38.810001,38.458729,1883900
2006-01-09,38.799999,39.400002,38.720001,38.799999,38.448818,829200
2006-01-10,38.799999,39.540001000000004,38.720001,39.400002,39.043392,748100
2006-01-11,40.0,40.0,39.200001,39.889998999999996,39.52895,1045200
2006-01-12,39.889998999999996,39.889998999999996,38.990002000000004,39.110001000000004,38.756012,563300
2006-01-13,39.299999,39.549999,39.060001,39.099998,38.746101,389100
2006-01-17,38.900002,39.0,38.759997999999996,38.880001,38.528095,259500
2006-01-18,38.630001,40.529999,38.619999,40.459998999999996,40.093792,1168500
2006-01-19,40.450001,41.200001,40.349998,41.07,40.698273,1351400
2006-01-20,41.049999,41.130001,40.5,40.630001,40.262257,595800
2006-01-23,40.880001,41.0,40.459998999999996,40.73,40.361351,542000
2006-01-24,40.970001,41.939999,40.970001,41.790001000000004,41.411758,1034700
2006-01-25,41.900002,42.290001000000004,41.66,41.91,41.530674,693200
2006-01-26,42.099998,42.610001000000004,42.049999,42.240002000000004,41.857685,957500
2006-01-27,42.200001,42.450001,41.98,42.450001,42.065784,920700
2006-01-30,42.5,42.970001,42.299999,42.459998999999996,42.075691,871100
2006-01-31,42.5,42.57,41.619999,42.25,41.867596,1439100
2006-02-01,42.0,42.700001,41.900002,42.689999,42.303608000000004,1108000
2006-02-02,40.5,44.419998,40.200001,44.419998,44.017952,3648600
2006-02-03,44.169998,44.18,43.369999,43.73,43.334198,1410900
2006-02-06,43.650002,43.900002,43.040001000000004,43.740002000000004,43.344109,604600
2006-02-07,43.5,43.599998,42.75,42.849998,42.462158,733800
2006-02-08,42.950001,43.09,42.540001000000004,43.009997999999996,42.620712,453800
2006-02-09,43.119999,43.5,42.66,42.709998999999996,42.323429,410200
2006-02-10,42.75,43.119999,42.490002000000004,43.040001000000004,42.650444,406000
2006-02-13,43.0,43.32,42.689999,43.150002,42.759449,489300
2006-02-14,43.23,43.970001,43.0,43.700001,43.304466,711500
2006-02-15,43.5,43.790001000000004,43.130001,43.490002000000004,43.096371000000005,393600
2006-02-16,43.599998,43.810001,43.259997999999996,43.790001000000004,43.393654,412800
2006-02-17,43.84,43.889998999999996,43.220001,43.560001,43.165741,771500
2006-02-21,43.950001,43.950001,43.150002,43.630001,43.235104,367400
2006-02-22,43.650002,44.799999,43.349998,44.48,44.077408,461700
2006-02-23,44.400002,44.990002000000004,44.139998999999996,44.369999,43.968407,583400
